label,location,source_wav_relpath,start_s,duration_s,clip_wav_relpath
pos,korup,Gunshot/Testing/Korup/Sounds/kp01_20141221_000000.wav,77313.59199999999,4.0,pos/korup/kp01_20141221_000000_pos_77314_62.wav
pos,korup,Gunshot/Testing/Korup/Sounds/kp01_20141221_000000.wav,78082.882,4.0,pos/korup/kp01_20141221_000000_pos_78083_63.wav
pos,korup,Gunshot/Testing/Korup/Sounds/kp01_20141221_000000.wav,79406.9108,4.0,pos/korup/kp01_20141221_000000_pos_79407_64.wav
pos,korup,Gunshot/Testing/Korup/Sounds/kp01_20141221_000000.wav,79956.23849999999,4.0,pos/korup/kp01_20141221_000000_pos_79956_65.wav
pos,korup,Gunshot/Testing/Korup/Sounds/kp01_20141221_000000.wav,81943.87199999999,4.0,pos/korup/kp01_20141221_000000_pos_81944_66.wav
pos,korup,Gunshot/Testing/Korup/Sounds/kp01_20141221_000000.wav,82017.48049999999,4.0,pos/korup/kp01_20141221_000000_pos_82017_67.wav
pos,korup,Gunshot/Testing/Korup/Sounds/kp01_20141221_000000.wav,82305.72249999999,4.0,pos/korup/kp01_20141221_000000_pos_82306_68.wav
pos,korup,Gunshot/Testing/Korup/Sounds/kp01_20141221_000000.wav,82623.9323,4.0,pos/korup/kp01_20141221_000000_pos_82624_69.wav
pos,korup,Gunshot/Testing/Korup/Sounds/kp01_20150922_000000.wav,5793.0872,4.0,pos/korup/kp01_20150922_000000_pos_5793_70.wav
pos,korup,Gunshot/Testing/Korup/Sounds/kp01_20150922_000000.wav,7298.514499999999,4.0,pos/korup/kp01_20150922_000000_pos_7299_71.wav
pos,korup,Gunshot/Testing/Korup/Sounds/kp01_20150922_000000.wav,9909.813,4.0,pos/korup/kp01_20150922_000000_pos_9910_72.wav
pos,korup,Gunshot/Testing/Korup/Sounds/kp01_20150922_000000.wav,11127.742699999999,4.0,pos/korup/kp01_20150922_000000_pos_11128_73.wav
pos,korup,Gunshot/Testing/Korup/Sounds/kp01_20150922_000000.wav,11787.0513,4.0,pos/korup/kp01_20150922_000000_pos_11787_74.wav
pos,korup,Gunshot/Testing/Korup/Sounds/kp01_20150922_000000.wav,11806.655499999999,4.0,pos/korup/kp01_20150922_000000_pos_11807_75.wav
pos,korup,Gunshot/Testing/Korup/Sounds/kp01_20150922_000000.wav,14403.1495,4.0,pos/korup/kp01_20150922_000000_pos_14403_76.wav
pos,korup,Gunshot/Testing/Korup/Sounds/kp01_20150922_000000.wav,16024.950499999999,4.0,pos/korup/kp01_20150922_000000_pos_16025_77.wav
pos,korup,Gunshot/Testing/Korup/Sounds/kp01_20150922_000000.wav,16050.539499999999,4.0,pos/korup/kp01_20150922_000000_pos_16051_78.wav
pos,korup,Gunshot/Testing/Korup/Sounds/kp01_20151208_000000.wav,69559.4375,4.0,pos/korup/kp01_20151208_000000_pos_69559_79.wav
pos,korup,Gunshot/Testing/Korup/Sounds/kp01_20151208_000000.wav,70450.63549999999,4.0,pos/korup/kp01_20151208_000000_pos_70451_80.wav
pos,korup,Gunshot/Testing/Korup/Sounds/kp01_20151208_000000.wav,70850.83249999999,4.0,pos/korup/kp01_20151208_000000_pos_70851_81.wav
pos,korup,Gunshot/Testing/Korup/Sounds/kp01_20151208_000000.wav,74151.5263,4.0,pos/korup/kp01_20151208_000000_pos_74152_82.wav
pos,korup,Gunshot/Testing/Korup/Sounds/kp01_20151208_000000.wav,74969.75679999999,4.0,pos/korup/kp01_20151208_000000_pos_74970_83.wav
pos,korup,Gunshot/Testing/Korup/Sounds/kp01_20151208_000000.wav,82129.17199999999,4.0,pos/korup/kp01_20151208_000000_pos_82129_84.wav
pos,korup,Gunshot/Testing/Korup/Sounds/kp01_20151208_000000.wav,85254.6927,4.0,pos/korup/kp01_20151208_000000_pos_85255_85.wav
pos,korup,Gunshot/Testing/Korup/Sounds/kp01_20151215_000000.wav,5902.8132,4.0,pos/korup/kp01_20151215_000000_pos_5903_86.wav
pos,korup,Gunshot/Testing/Korup/Sounds/kp01_20151215_000000.wav,18101.681500000002,4.0,pos/korup/kp01_20151215_000000_pos_18102_87.wav
pos,korup,Gunshot/Testing/Korup/Sounds/kp01_20151215_000000.wav,83232.9093,4.0,pos/korup/kp01_20151215_000000_pos_83233_88.wav
pos,korup,Gunshot/Testing/Korup/Sounds/kp01_20151215_000000.wav,84373.55249999999,4.0,pos/korup/kp01_20151215_000000_pos_84374_89.wav
pos,korup,Gunshot/Testing/Korup/Sounds/kp01_20151215_000000.wav,85628.6075,4.0,pos/korup/kp01_20151215_000000_pos_85629_90.wav
pos,korup,Gunshot/Testing/Korup/Sounds/kp01_20151216_000000.wav,1798.4038,4.0,pos/korup/kp01_20151216_000000_pos_1798_91.wav
pos,korup,Gunshot/Testing/Korup/Sounds/kp01_20151216_000000.wav,1837.518,4.0,pos/korup/kp01_20151216_000000_pos_1838_92.wav
pos,korup,Gunshot/Testing/Korup/Sounds/kp01_20151216_000000.wav,2261.2868000000003,4.0,pos/korup/kp01_20151216_000000_pos_2261_93.wav
pos,korup,Gunshot/Testing/Korup/Sounds/kp01_20151216_000000.wav,4708.853499999999,4.0,pos/korup/kp01_20151216_000000_pos_4709_94.wav
pos,korup,Gunshot/Testing/Korup/Sounds/kp01_20151216_000000.wav,9360.2132,4.0,pos/korup/kp01_20151216_000000_pos_9360_95.wav
pos,korup,Gunshot/Testing/Korup/Sounds/kp01_20151216_000000.wav,15372.541299999999,4.0,pos/korup/kp01_20151216_000000_pos_15373_96.wav
pos,korup,Gunshot/Testing/Korup/Sounds/kp01_20151216_000000.wav,75927.737,4.0,pos/korup/kp01_20151216_000000_pos_75928_97.wav
pos,korup,Gunshot/Testing/Korup/Sounds/kp01_20151216_000000.wav,82403.37019999999,4.0,pos/korup/kp01_20151216_000000_pos_82403_98.wav
pos,korup,Gunshot/Testing/Korup/Sounds/kp01_20151216_000000.wav,82941.0588,4.0,pos/korup/kp01_20151216_000000_pos_82941_99.wav
pos,korup,Gunshot/Testing/Korup/Sounds/kp03_20130618_000000.wav,8875.244499999999,4.0,pos/korup/kp03_20130618_000000_pos_8875_100.wav
pos,korup,Gunshot/Testing/Korup/Sounds/kp03_20130618_000000.wav,10020.6228,4.0,pos/korup/kp03_20130618_000000_pos_10021_101.wav
pos,korup,Gunshot/Testing/Korup/Sounds/kp03_20130618_000000.wav,10031.9725,4.0,pos/korup/kp03_20130618_000000_pos_10032_102.wav
pos,korup,Gunshot/Testing/Korup/Sounds/kp03_20130618_000000.wav,11632.817799999999,4.0,pos/korup/kp03_20130618_000000_pos_11633_103.wav
pos,korup,Gunshot/Testing/Korup/Sounds/kp03_20130618_000000.wav,15520.58,4.0,pos/korup/kp03_20130618_000000_pos_15521_104.wav
pos,korup,Gunshot/Testing/Korup/Sounds/kp03_20130618_000000.wav,24207.9228,4.0,pos/korup/kp03_20130618_000000_pos_24208_105.wav
pos,korup,Gunshot/Testing/Korup/Sounds/kp03_20130618_000000.wav,24418.8552,4.0,pos/korup/kp03_20130618_000000_pos_24419_106.wav
pos,korup,Gunshot/Testing/Korup/Sounds/kp03_20130618_000000.wav,26309.3787,4.0,pos/korup/kp03_20130618_000000_pos_26309_107.wav
pos,korup,Gunshot/Testing/Korup/Sounds/kp03_20130618_000000.wav,27019.051000000003,4.0,pos/korup/kp03_20130618_000000_pos_27019_108.wav
pos,korup,Gunshot/Testing/Korup/Sounds/kp03_20130618_000000.wav,45912.297,4.0,pos/korup/kp03_20130618_000000_pos_45912_109.wav
pos,korup,Gunshot/Testing/Korup/Sounds/kp03_20130619_000000.wav,2407.5462,4.0,pos/korup/kp03_20130619_000000_pos_2408_110.wav
pos,korup,Gunshot/Testing/Korup/Sounds/kp03_20130619_000000.wav,2484.3830000000003,4.0,pos/korup/kp03_20130619_000000_pos_2484_111.wav
pos,korup,Gunshot/Testing/Korup/Sounds/kp03_20130619_000000.wav,39756.28,4.0,pos/korup/kp03_20130619_000000_pos_39756_112.wav
pos,korup,Gunshot/Testing/Korup/Sounds/kp03_20130619_000000.wav,51023.781,4.0,pos/korup/kp03_20130619_000000_pos_51024_113.wav
pos,korup,Gunshot/Testing/Korup/Sounds/kp03_20130713_000000.wav,16976.277700000002,4.0,pos/korup/kp03_20130713_000000_pos_16976_114.wav
pos,korup,Gunshot/Testing/Korup/Sounds/kp03_20130713_000000.wav,31611.8113,4.0,pos/korup/kp03_20130713_000000_pos_31612_115.wav
pos,korup,Gunshot/Testing/Korup/Sounds/kp03_20130713_000000.wav,32150.1055,4.0,pos/korup/kp03_20130713_000000_pos_32150_116.wav
pos,korup,Gunshot/Testing/Korup/Sounds/kp03_20130713_000000.wav,32224.3008,4.0,pos/korup/kp03_20130713_000000_pos_32224_117.wav
pos,korup,Gunshot/Testing/Korup/Sounds/kp03_20130713_000000.wav,32273.716500000002,4.0,pos/korup/kp03_20130713_000000_pos_32274_118.wav
pos,korup,Gunshot/Testing/Korup/Sounds/kp03_20130713_000000.wav,32609.105000000003,4.0,pos/korup/kp03_20130713_000000_pos_32609_119.wav
pos,korup,Gunshot/Testing/Korup/Sounds/kp03_20130713_000000.wav,32687.274,4.0,pos/korup/kp03_20130713_000000_pos_32687_120.wav
pos,korup,Gunshot/Testing/Korup/Sounds/kp03_20130713_000000.wav,32703.937700000002,4.0,pos/korup/kp03_20130713_000000_pos_32704_121.wav
pos,korup,Gunshot/Testing/Korup/Sounds/kp03_20130713_000000.wav,32792.1688,4.0,pos/korup/kp03_20130713_000000_pos_32792_122.wav
pos,korup,Gunshot/Testing/Korup/Sounds/kp03_20130713_000000.wav,32940.1487,4.0,pos/korup/kp03_20130713_000000_pos_32940_123.wav
pos,korup,Gunshot/Testing/Korup/Sounds/kp03_20130713_000000.wav,32945.308000000005,4.0,pos/korup/kp03_20130713_000000_pos_32945_124.wav
pos,korup,Gunshot/Testing/Korup/Sounds/kp03_20130713_000000.wav,32976.647300000004,4.0,pos/korup/kp03_20130713_000000_pos_32977_125.wav
pos,korup,Gunshot/Testing/Korup/Sounds/kp03_20130713_000000.wav,33133.1795,4.0,pos/korup/kp03_20130713_000000_pos_33133_126.wav
pos,korup,Gunshot/Testing/Korup/Sounds/kp03_20130713_000000.wav,33180.384,4.0,pos/korup/kp03_20130713_000000_pos_33180_127.wav
pos,korup,Gunshot/Testing/Korup/Sounds/kp03_20130715_000000.wav,525.9385,4.0,pos/korup/kp03_20130715_000000_pos_526_128.wav
pos,korup,Gunshot/Testing/Korup/Sounds/kp03_20130715_000000.wav,1859.2212000000002,4.0,pos/korup/kp03_20130715_000000_pos_1859_129.wav
pos,korup,Gunshot/Testing/Korup/Sounds/kp03_20130715_000000.wav,4431.8589999999995,4.0,pos/korup/kp03_20130715_000000_pos_4432_130.wav
pos,korup,Gunshot/Testing/Korup/Sounds/kp03_20130715_000000.wav,4503.6343,4.0,pos/korup/kp03_20130715_000000_pos_4504_131.wav
pos,korup,Gunshot/Testing/Korup/Sounds/kp03_20130715_000000.wav,24249.306500000002,4.0,pos/korup/kp03_20130715_000000_pos_24249_132.wav
pos,korup,Gunshot/Testing/Korup/Sounds/kp03_20130715_000000.wav,45586.4145,4.0,pos/korup/kp03_20130715_000000_pos_45586_133.wav
pos,korup,Gunshot/Testing/Korup/Sounds/kp03_20130715_000000.wav,69459.9758,4.0,pos/korup/kp03_20130715_000000_pos_69460_134.wav
pos,korup,Gunshot/Testing/Korup/Sounds/kp03_20130715_000000.wav,72457.59199999999,4.0,pos/korup/kp03_20130715_000000_pos_72458_135.wav
pos,korup,Gunshot/Testing/Korup/Sounds/kp03_20130715_000000.wav,84102.678,4.0,pos/korup/kp03_20130715_000000_pos_84103_136.wav
pos,korup,Gunshot/Testing/Korup/Sounds/kp03_20131015_000000.wav,3864.165,4.0,pos/korup/kp03_20131015_000000_pos_3864_137.wav
pos,korup,Gunshot/Testing/Korup/Sounds/kp03_20131015_000000.wav,6059.084,4.0,pos/korup/kp03_20131015_000000_pos_6059_138.wav
pos,korup,Gunshot/Testing/Korup/Sounds/kp03_20131015_000000.wav,6108.4039999999995,4.0,pos/korup/kp03_20131015_000000_pos_6108_139.wav
pos,korup,Gunshot/Testing/Korup/Sounds/kp03_20131015_000000.wav,6213.723,4.0,pos/korup/kp03_20131015_000000_pos_6214_140.wav
pos,korup,Gunshot/Testing/Korup/Sounds/kp03_20131015_000000.wav,6387.7535,4.0,pos/korup/kp03_20131015_000000_pos_6388_141.wav
pos,korup,Gunshot/Testing/Korup/Sounds/kp03_20131015_000000.wav,6595.724499999999,4.0,pos/korup/kp03_20131015_000000_pos_6596_142.wav
pos,korup,Gunshot/Testing/Korup/Sounds/kp03_20131015_000000.wav,8822.576799999999,4.0,pos/korup/kp03_20131015_000000_pos_8823_143.wav
pos,korup,Gunshot/Testing/Korup/Sounds/kp03_20131015_000000.wav,9114.218499999999,4.0,pos/korup/kp03_20131015_000000_pos_9114_144.wav
pos,korup,Gunshot/Testing/Korup/Sounds/kp03_20131015_000000.wav,11425.7295,4.0,pos/korup/kp03_20131015_000000_pos_11426_145.wav
pos,korup,Gunshot/Testing/Korup/Sounds/kp03_20131015_000000.wav,14866.3013,4.0,pos/korup/kp03_20131015_000000_pos_14866_146.wav
pos,korup,Gunshot/Testing/Korup/Sounds/kp03_20131015_000000.wav,32961.315,4.0,pos/korup/kp03_20131015_000000_pos_32961_147.wav
pos,korup,Gunshot/Testing/Korup/Sounds/kp03_20131128_000000.wav,15047.646499999999,4.0,pos/korup/kp03_20131128_000000_pos_15048_148.wav
pos,korup,Gunshot/Testing/Korup/Sounds/kp03_20131128_000000.wav,75497.932,4.0,pos/korup/kp03_20131128_000000_pos_75498_149.wav
pos,korup,Gunshot/Testing/Korup/Sounds/kp03_20140305_000000.wav,56914.967000000004,4.0,pos/korup/kp03_20140305_000000_pos_56915_150.wav
pos,korup,Gunshot/Testing/Korup/Sounds/kp03_20140305_000000.wav,57888.8978,4.0,pos/korup/kp03_20140305_000000_pos_57889_151.wav
pos,korup,Gunshot/Testing/Korup/Sounds/kp03_20140305_000000.wav,58035.3395,4.0,pos/korup/kp03_20140305_000000_pos_58035_152.wav
pos,korup,Gunshot/Testing/Korup/Sounds/kp03_20140305_000000.wav,58055.872500000005,4.0,pos/korup/kp03_20140305_000000_pos_58056_153.wav
pos,korup,Gunshot/Testing/Korup/Sounds/kp03_20140305_000000.wav,58090.03,4.0,pos/korup/kp03_20140305_000000_pos_58090_154.wav
pos,korup,Gunshot/Testing/Korup/Sounds/kp03_20140305_000000.wav,71618.9965,4.0,pos/korup/kp03_20140305_000000_pos_71619_155.wav
pos,korup,Gunshot/Testing/Korup/Sounds/kp03_20140305_000000.wav,73077.101,4.0,pos/korup/kp03_20140305_000000_pos_73077_156.wav
pos,korup,Gunshot/Testing/Korup/Sounds/kp03_20140305_000000.wav,80907.9522,4.0,pos/korup/kp03_20140305_000000_pos_80908_157.wav
pos,korup,Gunshot/Testing/Korup/Sounds/kp03_20140305_000000.wav,84604.2733,4.0,pos/korup/kp03_20140305_000000_pos_84604_158.wav
pos,korup,Gunshot/Testing/Korup/Sounds/kp03_20141021_000000.wav,7727.9112,4.0,pos/korup/kp03_20141021_000000_pos_7728_159.wav
pos,korup,Gunshot/Testing/Korup/Sounds/kp03_20141021_000000.wav,11577.8505,4.0,pos/korup/kp03_20141021_000000_pos_11578_160.wav
pos,korup,Gunshot/Testing/Korup/Sounds/kp03_20141021_000000.wav,32649.504,4.0,pos/korup/kp03_20141021_000000_pos_32650_161.wav
pos,korup,Gunshot/Testing/Korup/Sounds/kp03_20141022_000000.wav,17555.6768,4.0,pos/korup/kp03_20141022_000000_pos_17556_162.wav
pos,korup,Gunshot/Testing/Korup/Sounds/kp03_20141022_000000.wav,80644.71149999999,4.0,pos/korup/kp03_20141022_000000_pos_80645_163.wav
pos,korup,Gunshot/Testing/Korup/Sounds/kp03_20141022_000000.wav,81831.29269999999,4.0,pos/korup/kp03_20141022_000000_pos_81831_164.wav
pos,korup,Gunshot/Testing/Korup/Sounds/kp03_20141022_000000.wav,84773.93449999999,4.0,pos/korup/kp03_20141022_000000_pos_84774_165.wav
pos,korup,Gunshot/Testing/Korup/Sounds/kp03_20141022_000000.wav,85983.43569999999,4.0,pos/korup/kp03_20141022_000000_pos_85983_166.wav
pos,korup,Gunshot/Testing/Korup/Sounds/kp03_20141112_000000.wav,6259.567499999999,4.0,pos/korup/kp03_20141112_000000_pos_6260_167.wav
pos,korup,Gunshot/Testing/Korup/Sounds/kp03_20141112_000000.wav,12216.191499999999,4.0,pos/korup/kp03_20141112_000000_pos_12216_168.wav
pos,korup,Gunshot/Testing/Korup/Sounds/kp03_20141112_000000.wav,54051.531200000005,4.0,pos/korup/kp03_20141112_000000_pos_54052_169.wav
pos,korup,Gunshot/Testing/Korup/Sounds/kp03_20141112_000000.wav,78421.73379999999,4.0,pos/korup/kp03_20141112_000000_pos_78422_170.wav
pos,korup,Gunshot/Testing/Korup/Sounds/kp03_20141112_000000.wav,81404.4625,4.0,pos/korup/kp03_20141112_000000_pos_81404_171.wav
pos,korup,Gunshot/Testing/Korup/Sounds/kp03_20141112_000000.wav,85618.02519999999,4.0,pos/korup/kp03_20141112_000000_pos_85618_172.wav
pos,korup,Gunshot/Testing/Korup/Sounds/kp03_20141112_000000.wav,85871.984,4.0,pos/korup/kp03_20141112_000000_pos_85872_173.wav
pos,korup,Gunshot/Testing/Korup/Sounds/kp03_20141209_000000.wav,37619.421500000004,4.0,pos/korup/kp03_20141209_000000_pos_37619_174.wav
pos,korup,Gunshot/Testing/Korup/Sounds/kp03_20141209_000000.wav,48318.404500000004,4.0,pos/korup/kp03_20141209_000000_pos_48318_175.wav
pos,korup,Gunshot/Testing/Korup/Sounds/kp03_20141209_000000.wav,53891.997800000005,4.0,pos/korup/kp03_20141209_000000_pos_53892_176.wav
pos,korup,Gunshot/Testing/Korup/Sounds/kp03_20141209_000000.wav,69225.5493,4.0,pos/korup/kp03_20141209_000000_pos_69226_177.wav
pos,korup,Gunshot/Testing/Korup/Sounds/kp03_20141209_000000.wav,75132.0165,4.0,pos/korup/kp03_20141209_000000_pos_75132_178.wav
